what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1308719737613
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1308719737614
started,bundle,org.eclipse.team.core,3.5.1.r35x_20100113-0800,"org.eclipse.team.core",1308719737614
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1308719737615
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1308719737617
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1308719737617
started,bundle,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui",1308719737619
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1308719737620
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1308719737621
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1308719737622
started,bundle,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.ide",1308719737624
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1308719737624
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1308719737625
started,bundle,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"org.eclipse.ui.workbench",1308719737626
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.workbench.texteditor",1308719737627
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1308719737628
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1308719737629
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1308719737630
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1308719737631
os,sysinfo,,,"win32",1308719737634
arch,sysinfo,,,"x86",1308719737634
ws,sysinfo,,,"win32",1308719737634
locale,sysinfo,,,"ja_JP",1308719737634
processors,sysinfo,,,"2",1308719737634
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1308719737634
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1308719737634
java.specification.name,sysinfo,,,"Java Platform API Specification",1308719737634
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308719737634
java.specification.version,sysinfo,,,"1.6",1308719737634
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1308719737634
java.version,sysinfo,,,"1.6.0_22",1308719737634
java.vm.info,sysinfo,,,"mixed mode",1308719737634
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1308719737634
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1308719737634
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1308719737634
java.vm.specification.version,sysinfo,,,"1.0",1308719737634
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1308719737634
java.vm.version,sysinfo,,,"17.1-b03",1308719737634
started,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1308719737699
started,bundle,org.eclipse.epp.usagedata.ui,1.1.1.R201001291118,"org.eclipse.epp.usagedata.ui",1308719738813
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308719739433
started,bundle,org.eclipse.debug.core,3.5.1.v20091103_r352,"org.eclipse.debug.core",1308719740027
started,bundle,org.eclipse.jdt.launching,3.5.1.v20100108_r352,"org.eclipse.jdt.launching",1308719740378
started,bundle,org.eclipse.jdt.apt.core,3.3.202.R35x_v20091130-2300,"org.eclipse.jdt.apt.core",1308719740380
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308719755250
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1308719762942
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308719763061
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1308719763214
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308719763270
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308719766016
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308719828902
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308719836069
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308719838390
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308720458932
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308720461133
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308720464607
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308721957666
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308721969827
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308726219173
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1308726226681
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308726228284
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308726228377
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308726232358
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308726232359
